CONST_CODE,Shape_Area,OBJECTID_1,NAME,OBJECTID,CONSTITUEN,COUNTY_ASS,SPOILT,COUNTY_A_1,REJECTED,REPORTED,SPOILT_VAL,VALID,DISPUTED,RESULT,COUNTY_COD,Shape_Leng,COUNTY_NAM,Shape_Le_1,REGISTERED,Main_Nandi_Elevation_30m,Main_Risks_Mean_LongRains,Main_Risks_Std_LongRains,Main_Suit_Class_LongRains,Main_Suit_Std_LongRains,Main_Advisory_bedrock_depth_LongRains,Main_Suit_Mean_LongRains,Main_Advisory_stone_content_LongRains,Main_Advisory_phosphorus_LongRains,Main_Conf_Tier_LongRains,Main_Risks_Mean_ShortRains,Main_Risks_Std_ShortRains,Main_Suit_Class_ShortRains,Main_Conf_Tier_ShortRains,Main_Advisory_bedrock_depth_ShortRains,Main_Suit_Std_ShortRains,Main_Advisory_stone_content_ShortRains,Main_Suit_Mean_ShortRains,Main_Advisory_phosphorus_ShortRains,LR_Fact_rain_mean,LR_Fact_rain_std,LR_Fact_texture_mean,LR_Fact_texture_std,LR_Fact_temp_std,LR_Fact_slope_std,LR_Fact_slope_mean,LR_Fact_rh_mean,LR_Fact_rh_std,LR_Fact_ecec_mean,LR_Fact_ecec_std,LR_Fact_temp_mean,LR_Fact_organic_carbon_std,LR_Fact_cec_apparent_std,LR_Fact_organic_carbon_mean,LR_Fact_cec_apparent_mean,LR_Fact_iron_std,LR_Fact_zinc_mean,LR_Fact_iron_mean,LR_Fact_zinc_std,LR_Fact_ph_mean,LR_Fact_ph_std,LR_Fact_calcium_std,LR_Fact_calcium_mean,LR_Fact_magnesium_mean,LR_Fact_total_nitrogen_std,LR_Fact_magnesium_std,LR_Fact_potassium_std,LR_Fact_total_nitrogen_mean,LR_Fact_potassium_mean,LR_Fact_phosphorus_mean,LR_Fact_phosphorus_std,LR_Fact_stone_content_mean,LR_Fact_stone_content_std,LR_Fact_bedrock_depth_std,LR_Fact_bedrock_depth_mean,LR_Fact_prob_cold_std,LR_Fact_prob_cold_mean,LR_Fact_prob_drought_mean,LR_Fact_prob_drought_std,LR_Fact_prob_heat_mean,LR_Fact_prob_heat_std,LR_Fact_prob_flood_std,LR_Fact_prob_flood_mean,LR_Fact_prob_overall_fail_mean,LR_Fact_prec_month1_mean,LR_Fact_prob_overall_fail_std,LR_Fact_prec_month2_mean,LR_Fact_min_temp_mean,LR_Fact_prec_month1_std,LR_Fact_germin_temp_mean,LR_Fact_prec_month2_std,LR_Fact_prec_month3_mean,LR_Fact_prec_month4_std,LR_Fact_prec_month3_std,LR_Fact_prec_month4_mean,LR_Fact_min_temp_std,LR_Fact_max_temp_mean,LR_Fact_max_temp_std,LR_Fact_germin_temp_std,LR_Fact_rh_dev_std,LR_Fact_rh_dev_mean,LR_Fact_rh_mat_std,LR_Fact_rh_mat_mean,SR_Fact_rain_mean,SR_Fact_slope_mean,SR_Fact_slope_std,SR_Fact_texture_std,SR_Fact_texture_mean,SR_Fact_ecec_mean,SR_Fact_ecec_std,SR_Fact_temp_std,SR_Fact_rain_std,SR_Fact_rh_mean,SR_Fact_rh_std,SR_Fact_temp_mean,SR_Fact_cec_apparent_mean,SR_Fact_organic_carbon_std,SR_Fact_cec_apparent_std,SR_Fact_organic_carbon_mean,SR_Fact_zinc_mean,SR_Fact_zinc_std,SR_Fact_iron_mean,SR_Fact_iron_std,SR_Fact_ph_mean,SR_Fact_ph_std,SR_Fact_total_nitrogen_mean,SR_Fact_total_nitrogen_std,SR_Fact_calcium_std,SR_Fact_potassium_mean,SR_Fact_magnesium_mean,SR_Fact_magnesium_std,SR_Fact_calcium_mean,SR_Fact_stone_content_mean,SR_Fact_phosphorus_mean,SR_Fact_phosphorus_std,SR_Fact_potassium_std,SR_Fact_bedrock_depth_std,SR_Fact_bedrock_depth_mean,SR_Fact_stone_content_std,SR_Fact_prob_cold_mean,SR_Fact_prob_cold_std,SR_Fact_prob_heat_mean,SR_Fact_prob_heat_std,SR_Fact_prob_drought_mean,SR_Fact_prob_drought_std,SR_Fact_prob_flood_std,SR_Fact_prob_overall_fail_mean,SR_Fact_prob_flood_mean,SR_Fact_prob_overall_fail_std,SR_Fact_prec_month3_mean,SR_Fact_prec_month4_mean,SR_Fact_min_temp_mean,SR_Fact_prec_month1_std,SR_Fact_prec_month1_mean,SR_Fact_prec_month2_mean,SR_Fact_prec_month2_std,SR_Fact_prec_month3_std,SR_Fact_germin_temp_mean,SR_Fact_prec_month4_std,SR_Fact_min_temp_std,SR_Fact_max_temp_std,SR_Fact_max_temp_mean,SR_Fact_germin_temp_std,SR_Fact_rh_dev_std,SR_Fact_rh_dev_mean,SR_Fact_rh_mat_std,SR_Fact_rh_mat_mean,LR_Raw_slope_raw,LR_Raw_ecec_raw,LR_Raw_cec_apparent_raw,LR_Raw_organic_carbon_raw,LR_Raw_iron_raw,LR_Raw_zinc_raw,LR_Raw_ph_raw,LR_Raw_total_nitrogen_raw,LR_Raw_calcium_raw,LR_Raw_potassium_raw,LR_Raw_magnesium_raw,LR_Raw_phosphorus_raw,LR_Raw_stone_content_raw,LR_Raw_bedrock_depth_raw,LR_Raw_prec_month1_raw,LR_Raw_prec_month2_raw,LR_Raw_prec_month3_raw,LR_Raw_prec_month4_raw,LR_Raw_mean_season_rain_raw,LR_Raw_min_temp_raw,LR_Raw_max_temp_raw,LR_Raw_germin_temp_raw,LR_Raw_texture_raw,LR_Raw_mean_temp_raw,LR_Raw_rh_dev_raw,LR_Raw_rh_mat_raw,LR_Raw_clay_content_raw,SR_Raw_slope_raw,SR_Raw_ecec_raw,SR_Raw_organic_carbon_raw,SR_Raw_cec_apparent_raw,SR_Raw_iron_raw,SR_Raw_zinc_raw,SR_Raw_ph_raw,SR_Raw_total_nitrogen_raw,SR_Raw_phosphorus_raw,SR_Raw_calcium_raw,SR_Raw_magnesium_raw,SR_Raw_potassium_raw,SR_Raw_stone_content_raw,SR_Raw_bedrock_depth_raw,SR_Raw_prec_month1_raw,SR_Raw_prec_month2_raw,SR_Raw_prec_month3_raw,SR_Raw_prec_month4_raw,SR_Raw_mean_season_rain_raw,SR_Raw_max_temp_raw,SR_Raw_germin_temp_raw,SR_Raw_mean_temp_raw,SR_Raw_texture_raw,SR_Raw_min_temp_raw,SR_Raw_rh_dev_raw,SR_Raw_rh_mat_raw,SR_Raw_clay_content_raw
160,0.02601441636,654,ILCHAMUS,2722,BARINGO SOUTH,799,72.0,ILCHAMUS,72.0,11.0,0.026976395653803,2669.0,0.0,1,30,1.11811494577,BARINGO,1.11811494577,4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.05078536354,651,MARIGAT,2704,BARINGO SOUTH,798,64.0,MARIGAT,352.0,37.0,0.01117903930131,5725.0,0.0,1,30,1.46948861817,BARINGO,1.46948861817,10263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.03458465042,653,MOCHONGOI,2713,BARINGO SOUTH,800,128.0,MOCHONGOI,256.0,26.0,0.026688907422852,4796.0,8.0,1,30,1.13606531319,BARINGO,1.13606531319,8896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.04176629636,663,MUKUTANI,2840,BARINGO SOUTH,801,64.0,MUKUTANI,32.0,13.0,0.044077134986226,1452.0,0.0,1,30,1.03923291092,BARINGO,1.03923291092,2738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.01812539935,658,KOIBATEK,2754,ELDAMA RAVINE,810,56.0,KOIBATEK,264.0,21.0,0.013157894736842,4256.0,0.0,1,30,0.66091709,BARINGO,0.66091709,4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.01412226283,661,LEMBUS,2821,805,805,96.0,LEMBUS,464.0,28.0,0.014222222222222,6750.0,0.0,1,30,0.55022054214,BARINGO,0.55022054214,8031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.02266600093,656,LEMBUS KWEN,2746,ELDAMA RAVINE,806,24.0,LEMBUS KWEN,264.0,20.0,0.005354752342704,4482.0,0.0,1,30,0.6982087302,BARINGO,0.6982087302,7037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.01147699507,652,LEMBUS/PERKERRA,2712,ELDAMA RAVINE,809,32.0,LEMBUS/PERKERRA,200.0,20.0,0.00682448283216,4689.0,0.0,1,30,0.62224138381,BARINGO,0.62224138381,6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.01882900782,644,MUMBERES/MAJI MAZURI,2673,ELDAMA RAVINE,808,48.0,MUMBERES/MAJI MAZURI,224.0,15.0,0.010394110004331,4618.0,0.0,1,30,0.97712440185,BARINGO,0.97712440185,7118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.00247924286,669,RAVINE,2898,ELDAMA RAVINE,807,72.0,RAVINE,432.0,16.0,0.014708886618999,4895.0,0.0,1,30,0.26565766746,BARINGO,0.26565766746,7228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.0397323923,649,EMINING,2692,MOGOTIO,803,8.0,EMINING,64.0,15.0,0.005191434133679,1541.0,0.0,1,30,1.26112352447,BARINGO,1.26112352447,6688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.04119057712,666,KISANANA,2875,MOGOTIO,804,48.0,KISANANA,168.0,13.0,0.026446280991736,1815.0,0.0,1,30,1.29503688008,BARINGO,1.29503688008,6385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.01308914527,1432,MOGOTIO,6314,MOGOTIO,802,40.0,MOGOTIO,176.0,14.0,0.015841584158416,2525.0,0.0,1,30,0.81001375547,BARINGO,0.81001375547,11092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0.03582388686,668,CHURO/AMAYA,2892,TIATY,787,0.0,CHURO/AMAYA,0.0,2.0,0.0,99.0,0.0,1,30,0.9333997527,BARINGO,0.9333997527,3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0.0594304596,660,KOLOWA,2811,TIATY,782,8.0,KOLOWA,0.0,2.0,0.067796610169492,118.0,0.0,1,30,1.44273055612,BARINGO,1.44273055612,3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
